c1738;c1655;c771;c2032;c671;c1448
109;299.999999999997;528.724999999946;210.583333333333;140.495833333333;154.012499999991
268.693749999965;406.124999999993;468.008333333333;630;51.38125;0
125.108749999997;381.833333333238;243.3;149;0;145
131.3875;387.916666666667;349.820833333329;321;39.65;27
86.6124999999996;279.124999999997;384.56666666665;516;61.44583333332;238
51.1375;201.875;688.737499999999;192;55.8041666666665;66.0895833333326
56.25;161;431.1875;756.958333333325;117.4;153.629166666667
30.25;42.8333333333287;340.941666666661;292.041666666667;44.15;78.7
0;8.16666666666667;123.745833333333;478;111.45;69.2166666666505
14.45;21;6.9;295;31.6;11.3333333333333
41.424999999991;178.749999999979;220.691666666665;512.791666666598;98.7166666666505;23
69.2999999999965;195.874999999983;348.174999999977;755.208333333333;218.333333333334;218.583333333333
124.539583333328;252.124999999979;588.42499999989;1002.62499999995;0;16.7770833333333
100.706249999993;435.583333333315;210.508333333333;1116.375;0;87.1666666666435
56.549999999997;246.374999999999;368.883333333319;367;0;36
84.5291666666665;428.124999999995;579.495833333329;495.458333333311;0;132
64;272.958333333321;607.595833333329;151.37499999994;0;174.675
57.5374999999879;113.874999999991;599.608333333316;400.583333333331;190.745833333327;133.383333333333
37.5625;143.333333333333;163.166666666663;208.124999999994;39.2541666666666;378.083333333333
28;0;231.05;469.958333333319;0;12
7.6;28;135.7;939.5;0;5.5
4.6;76;253.1;516.083333333322;0;79.5833333333333
15.35;47;230.049999999988;247.916666666667;0;29.1083333333322
34.15;184.708333333304;505.316666666644;308;0;80
77.2;338.291666666667;495.679166666626;439.249999999937;15.5;75.5499999999997
166.499999999996;0;254.795833333325;573.416666666574;24.3;243.124999999994
118.056249999997;448.208333333318;489.433333333315;950.333333333333;46.1;211.866666666661
56.816666666653;233.791666666667;472.712499999992;758;0;208.291666666667
64.0770833333335;299.249999999993;260.574999999998;760.416666666525;26.6;276.708333333323
52.9624999999942;174.374999999983;598.070833333318;355.583333333333;39.75;22.2499999999931
101.2875;217.916666666605;574.799999999998;178;68.8;0
8.65;55.4583333333333;90.8666666666666;216;5.9;49.5833333333079
7.7;99;199.562499999982;752.124999999941;76.45;57.3
2.5;45.0833333333218;283.954166666656;373.475;4.6;11
36.4645833333251;160.041666666663;490.958333333326;208;93.464583333332;3.41666666666435
59.7604166666632;232.416666666661;250.508333333333;703.208333333263;140.477083333327;251.637499999986
82.625;177.999999999994;260.916666666667;234.791666666667;113.758333333333;93
103.9;455.291666666634;249.520833333326;363;86.2020833333325;110.787499999978
76.508333333332;290.166666666667;150.279166666667;275.833333333301;8.44791666666665;10
109.741666666667;382;483.6;343.874999999971;45;26.7
0;231.124999999997;349.541666666666;141.291666666667;49.3;198.083333333322
0;131.875;372.295833333313;155;78.35;286.58333333333
23.55;72;314.7625;30;0;257
0.75;55;225.6;455;44.3;0
2.05;5;28.1;501;8.05;7.66666666666667
17.9;88;26.7958333333325;426;25.95;208
53.5;271;217.112499999999;424;48.9;0
96.15;373.333333333315;259.216666666627;827;173.443749999996;97
126.966666666666;296.749999999988;672.683333333302;517.541666666633;87.05625;154.172916666666
95.6562499999975;301.999999999988;342.533333333328;814.374999999984;49.55;26
118.862499999999;493.374999999978;336.949999999996;494.083333333333;73.449999999996;47.1666666666667
65.222916666664;244.208333333296;308.454166666623;365;76.30624999999;25
21.7916666666667;211.333333333333;506.662499999993;378;30.84375;189.708333333277
40.15;176;484.941666666612;145;101.75;197.15
58.8791666666625;153;551.279166666658;439;70.770833333333;43
33.6708333333333;215;260.170833333333;518;34.1791666666667;35
0;33.4166666666644;55.7;763;23.1;6.2
14.7;66.8333333333264;235.995833333313;494;90.3395833333255;0
39.15;188.291666666661;406.604166666667;453.083333333322;71.8104166666665;0
87.4499999999905;223.666666666652;672.241666666661;197.916666666667;96.187499999982;225
132.512499999999;376.333333333328;383.012499999991;235;107.670833333332;495.833333333301
117.8375;195.458333333333;326.645833333333;468.874999999948;27.6916666666666;281.3375
58.95;346;324.916666666664;464.333333333291;61.0249999999825;316.354166666658
80.25;213;525.083333333333;362.791666666667;40.725;5.41666666666435
83.55;231.833333333329;403.6;218;48.6312499999991;75
69.55;239.291666666663;403;298;87.06875;473.8
79.2;192.708333333329;119;36;60.35;146
15.15;112.166666666667;116.283333333328;315.37499999999;37.65;89
9;22;0;650.625;41;18
22.25;91;13.3999999999998;266;31.1708333333332;0
65.7166666666645;262.124999999997;274.416666666637;299;128.529166666666;169.5
117.697916666666;318.833333333325;0;382.999999999861;89.264583333332;128.2
91.3354166666665;375.5833333333;164.549999999993;1253.24999999991;126.735416666666;94.8
106.999999999993;378.999999999994;211;810.291666666522;11.15;201.562499999997
163.1;431.666666666652;919.374999999972;429.49999999998;28.4;331.752083333296
128.589583333331;355.791666666667;576.833333333319;38.9583333333333;88.2;14
54.472916666665;254.666666666657;58;279.708333333304;25.75;128
61.6124999999826;209.333333333333;0;354.208333333317;79.360416666663;232.07916666664
93.975;117;151.083333333322;290.083333333333;36.5395833333333;200.070833333327
48.5;122;82.5583333333197;451.499999999986;13.55;29.6125
0.4;8;33.5;1100.58333333332;13.4854166666666;55.1666666666667
33.8124999999997;129.541666666661;79.9541666666663;405.749999999884;49.0979166666648;2
50.3875;132.458333333333;284.3;400.166666666667;61.3666666666665;54.366666666666
96.9;226.666666666657;222.624999999955;991;86.6;10.2
210.062499999998;405.833333333319;193;885.666666666574;143.587499999995;0
150.091666666652;239.541666666647;9.98333333332731;529.666666666648;90.1125;544.233333333327
144.974999999989;437.08333333333;502.793749999999;424.666666666667;28.8666666666644;0
157.170833333333;245.875;0;199.791666666654;70.3333333333335;67
101.77083333333;176.249999999993;28.95;130.208333333333;129.95;540.833333333327
57.0291666666667;164.75;193.166666666644;470;57.85;366
170.1125;114.416666666664;387;165;32.7708333333305;88.0333333333333
18.9875;99.5833333333333;123.15;106;18.7791666666667;25
4.7;27;13;528.29166666664;65.991666666661;0
166.4375;79.1249999999965;35;431.708333333333;86.9083333333335;0
223.6;117.749999999976;185.58333333333;442;23.75;8
32;318.125;155;421.91666666665;160.391666666667;78
161;268.124999999997;121.333333333287;510.083333333333;73.6083333333335;88.3020833333333
96;460.458333333308;110.5;628;38.15;0
268.658333333325;436.791666666601;11.1;270.333333333287;3.8;118.837499999991
8.5;387.625;107.833333333218;574.666666666667;37.95;11.3124999999996
80.5;184;10.7;320;77.4;58
92;163.666666666657;138.333333333333;454;102.9;302.664583333333
264.166666666664;78.3333333333333;520.541666666605;613.958333333297;24.95;139.262499999997
149.29166666666;93;138;576.79166666659;79.65;68
0;91.1249999999965;0;714.624999999962;54.95;50.9
153.8;64.7083333333287;461.66666666663;360.625;62.987499999995;0
565.208333333307;138.124999999992;326;87;55.8979166666665;92
266.583333333308;299.041666666667;127.579166666665;311;74.55625;6.8
31.4375;249.499999999986;161;650.749999999924;54.4583333333335;0
199.166666666667;438.041666666661;208.874999999948;483.25;9.75;103.679166666667
149.416666666659;443.874999999998;163;948.95833333327;22;34.3
265.104166666618;310.583333333333;100;604.041666666667;0.3;41.7
0;164;669.316666666667;236.791666666626;62.5958333333325;20
429.0625;172.416666666664;83.875;599.208333333333;63.27499999999;174.866666666667
130;144.70833333333;66;568;66.5291666666665;225
18;73.875;21;815.791666666571;0;35.9520833333295
